0.0313521 2.64233 51.8598
-3.533 3.5154 77.5043
0.425638 0.379107 87.858
4.4435 -2.47707 60.9635
4.6216 -3.39658 114.74
-2.00841 -0.109302 26.5084
-4.99384 -0.250552 41.0802
3.48901 0.827277 138.272
2.14112 1.6711 134.962
-2.8927 2.60297 70.5547
2.61567 -4.47731 146.151
3.99361 0.6881 30.1226
0.559772 4.96095 98.7148
-4.28408 -2.00056 85.6177
4.57556 -2.06723 145.647
-3.92759 4.53433 90.1581
-2.77321 3.52186 9.96662
-0.923993 4.94126 98.7566
-2.69348 -3.23504 92.4423
4.48749 3.28629 84.2209
