1.39586 -3.75376 10.7761
-2.09875 3.17167 84.0314
1.35993 -4.48595 18.4138
2.217 -4.63892 124.756
0.367437 -1.40299 131.993
1.55518 2.06509 124.098
1.54274 4.16082 74.8832
3.03632 -2.43393 125.616
3.97411 1.44649 47.7419
-3.51713 0.850463 68.4824
-1.16509 -3.04366 7.04004
3.12844 2.30917 97.5749
-0.507694 -2.54039 28.6145
4.27382 -0.148165 47.3762
0.490038 -2.36516 37.4913
2.51471 0.704026 72.5315
0.337665 3.05909 2.80733
-2.10087 4.23392 14.4048
-3.86422 2.36767 6.63927
-0.275787 4.22068 42.6811
