-4.55762 3.45448 38.1633
-0.30748 -0.540434 67.2036
1.27254 -3.52568 102.584
4.55618 -2.15646 64.5906
-0.822945 -2.1003 105.145
-4.13396 -3.86421 40.9253
4.94566 0.501574 91.9772
-2.45262 1.18864 89.9927
-1.45661 -4.57745 67.1518
3.65102 4.30396 33.7003
0.43021 -4.05653 94.7113
4.53426 -4.2509 88.8423
3.15288 -4.60567 8.6441
2.10167 2.61573 65.3489
0.166536 -1.92543 6.0899
-4.195 -0.216483 119.039
3.61847 -1.58769 91.8273
-4.37065 3.49644 7.16063
-2.25265 -2.30489 100.628
4.94055 -3.56076 65.3872
