0.932941 4.19657 122.122
-2.22898 -4.88975 112.013
-4.72311 -0.554141 71.3218
0.347649 -1.59545 45.9688
0.839313 -1.27028 76.6345
-1.8011 -1.37532 22.2776
-3.30363 -3.13293 46.64
2.08897 -3.68182 52.391
-1.57793 -4.53803 147.866
0.0414546 -2.41315 108.258
0.393568 -2.87485 93.4666
-0.994021 3.00844 32.5553
-3.25269 1.20274 27.1422
2.98345 -3.02827 39.7248
1.96188 1.60564 79.7637
3.10674 0.370374 37.6259
1.59943 0.73437 14.3682
0.989702 -4.15507 137.888
-3.49418 -0.353868 86.7942
-3.0869 -0.185379 87.1347
-1.94615 2.65718 144.282
2.14395 2.6411 120.487
-1.25575 1.04537 1.14865
-3.89598 4.97481 113.083
-1.98093 2.78642 138.369
4.09301 3.67499 76.9093
-4.25605 -1.95539 136.814
-0.831159 2.9172 3.4498
1.96044 -0.479424 59.9272
0.0458698 0.494372 138.845
-2.46045 -0.639155 123.252
4.94941 -2.21703 59.2129
-3.05409 4.54093 53.0204
-2.00052 1.63783 33.2084
-3.44071 -2.92505 136.941
-0.642893 1.26471 56.9916
2.48716 -0.983347 10.5755
3.93515 1.85938 51.0994
0.214022 4.33673 88.6988
-3.62655 3.55068 4.45417
