-1.26434 1.61001 149.294
-2.14047 0.777148 13.214
-2.68303 2.93941 15.2707
-0.69111 2.52922 68.0194
2.49801 0.77324 141.438
-4.89426 -2.75307 98.5008
-0.779025 1.69511 33.1419
-0.0366452 0.204297 78.4733
-0.798191 0.964137 66.4192
3.52716 -2.91644 68.0204
2.19839 3.47376 34.486
-3.64804 -4.28605 135.126
3.81901 -4.45829 16.2999
-1.39603 1.35936 60.2213
3.04517 1.73542 128.054
3.10515 -1.01629 52.6945
-4.43432 1.6767 11.9772
-2.18582 -1.13652 39.358
-3.47764 1.17902 12.0974
1.6792 0.630396 58.5319
2.16221 -0.531265 111.824
-3.87038 -0.5781 52.5362
-4.28195 1.79205 3.40296
1.87483 -4.58286 40.5092
1.1756 -1.36993 92.1594
-1.0691 4.34191 125.761
-4.75379 2.94816 17.8871
-2.06986 0.0346152 52.1253
0.866857 4.20682 88.3776
3.21511 -0.123751 121.105
3.74618 -0.824555 102.747
1.33535 1.14094 59.6345
3.60508 3.03454 107.772
2.3932 3.2164 15.5027
3.81151 -4.68236 100.93
-2.36977 1.95632 32.8822
0.224706 -4.20554 3.229
0.189869 4.71838 68.4477
-4.68444 -4.14544 43.0129
0.649123 1.29635 137.081
