-0.390303 -1.5083 51.7373
3.98325 1.99494 119.888
3.86373 -4.00968 80.1054
3.92692 -3.26545 7.28653
3.78202 3.28844 136.093
2.91289 -2.10739 25.2092
-1.37013 -2.71465 35.8662
-2.10087 4.06188 121.052
1.38518 0.0221879 111.182
0.884648 -1.2679 104.469
-2.79224 0.252522 68.2783
4.53955 3.75395 59.8021
-2.29349 -2.11647 104.02
4.75954 2.03339 140.461
2.70898 -0.975788 128.624
4.38313 4.7288 80.3723
2.40218 1.6154 125.971
-1.03117 -3.25521 113.844
-0.934086 3.62131 71.4469
0.507964 -1.86568 116.925
1.4669 3.8796 105.477
4.50071 0.41225 135.235
3.81897 -0.174662 105.173
0.307847 0.47909 9.67551
-1.14004 -2.17526 106.223
-1.20247 1.86807 27.9915
-3.69916 -2.23234 121.663
4.35252 -3.68264 99.4896
0.135607 2.95587 25.7212
1.48173 2.19735 120.489
2.65262 1.17339 82.8653
-4.05735 -1.39333 111.861
1.41833 -3.25519 91.5233
4.70506 2.8849 50.9033
-3.98302 3.96088 107.1
-2.66183 3.28499 108.149
1.50507 3.78986 94.7431
-4.98863 3.77087 22.5395
1.31439 -4.37837 111.065
1.70168 1.15149 48.0556
