-4.03564 -3.43382 103.731
-1.11423 1.55534 93.2211
4.61058 -2.13309 73.6329
2.8484 3.24254 5.06582
-0.0585801 -1.25232 104.939
0.161049 -1.88989 112.548
-0.261593 -3.22 15.8993
-1.09403 -2.12982 46.124
-2.64529 -0.162106 100.31
-0.168025 4.01638 55.9021
-4.46491 2.72631 74.4554
2.33654 2.52783 117.67
-2.72761 -3.37182 65.7692
0.605982 -4.99408 66.9912
3.34812 2.77087 95.018
-0.0430609 -4.55629 125.332
4.27238 2.6113 140.218
4.6069 1.18774 115.123
-1.48668 -2.16421 142.694
4.93672 2.74857 105.582
-4.8936 1.50043 102.664
-0.50509 -3.21345 136.649
0.839279 3.37997 9.98909
-0.53558 1.7395 70.1976
-2.15331 -2.90382 102.836
-2.34969 -1.44958 97.3921
-0.749165 -3.96341 66.9144
-2.8007 2.36913 81.4075
-2.44439 3.77469 70.0496
1.10362 -2.40396 124.629
-0.0986223 -3.81635 51.8121
-0.564977 2.20443 142.354
2.65176 4.10723 135.816
2.56651 -0.118242 139.602
-3.08765 1.67685 59.851
3.72284 3.18165 66.8996
3.97125 3.11629 83.1686
1.65451 2.07958 79.9282
0.909835 -0.866734 43.7635
-3.85009 -4.17216 17.9456
