-4.65509 1.84543 130.004
1.85806 -1.71528 148.218
-0.128168 1.625 126.299
2.17414 -3.30432 28.5691
-3.39054 3.13238 138.858
3.65981 -4.5044 42.5386
1.84605 4.24716 14.3502
3.20788 -2.49319 133.644
1.69824 -0.550334 139.442
1.04114 1.6487 149.477
-1.26708 -0.486986 83.5
0.249438 2.06677 51.7191
2.29719 -1.74488 127.84
4.99766 -0.453175 129.785
-4.43192 3.08401 19.1848
0.208504 4.43168 97.6275
4.75526 -3.62803 47.0134
3.95807 3.91861 77.4656
-3.34449 0.636874 103.383
-0.819259 -4.23087 47.0099
-1.97335 2.07993 64.4159
4.1703 1.94562 25.5595
-3.9185 1.66714 20.2628
-3.3818 2.54877 12.7489
0.349021 3.49819 140.86
-0.565113 1.09384 39.6396
3.29792 0.404602 67.1179
-0.605599 0.625006 91.2274
3.65324 -3.04607 84.0947
4.96083 1.12845 35.9036
