-2.23771 -0.872701 78.9089
2.53712 -1.59087 77.3283
-0.66008 4.27931 31.7002
-3.90897 -2.18663 87.5661
-2.85624 -4.13534 10.7436
2.56269 1.86083 54.3598
2.92325 -4.26728 64.1395
3.73666 3.13683 44.4883
-1.88729 4.55896 69.8183
-2.80869 -1.55245 73.8267
-4.34481 3.2753 114.695
-3.80531 0.870146 33.8519
-1.75203 -1.91064 51.0914
2.94447 1.48558 135.318
-1.14992 -0.378493 121.788
-2.51921 2.74036 30.6162
1.75873 -3.05735 99.753
3.1521 1.46887 64.2724
-1.23808 -0.624388 112.359
-0.265647 -3.37387 114.518
-3.81469 4.25137 53.0185
-0.902649 -0.332424 56.2527
1.58596 1.10728 83.7215
-4.49835 3.33611 144.578
4.90244 0.667228 101.84
-1.29022 2.06605 47.4089
0.243654 -0.591234 90.0377
0.92401 4.60329 125.862
-4.64193 -3.16173 16.0586
-3.07161 3.43584 40.1839
